id,title,handle,vendor,product_type,tags,link,summary
8355624059212,"""All Day Long Collection"" Bengal-Stripe Cotton Light Blue Shirt with Shark Collar",all-day-long-collection-bengal-stripe-cotton-light-blue-shirt-with-shark-collar,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Light Blue and White Long Sleeve Shirt winter,https://sartale2022.myshopify.com/products/all-day-long-collection-bengal-stripe-cotton-light-blue-shirt-with-shark-collar,"""All Day Long Collection"" Bengal-Stripe Cotton Light Blue Shirt with Shark Collar Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Light Blue and White Long Sleeve Shirt winter Shirts Emanuele Maffeis"
8355623862604,"""All Day Long Collection"" Checked Cotton Blue Shirt with Shark Collar",all-day-long-collection-checked-cotton-blue-shirt-with-shark-collar,Emanuele Maffeis,Shirts,Checked Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt White and Blue winter,https://sartale2022.myshopify.com/products/all-day-long-collection-checked-cotton-blue-shirt-with-shark-collar,"""All Day Long Collection"" Checked Cotton Blue Shirt with Shark Collar Checked Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt White and Blue winter Shirts Emanuele Maffeis"
8355653124428,"""All Day Long Collection"" Checked Cotton Shirt",all-day-long-collectionchecked-cotton-shirt,Emanuele Maffeis,Shirts,Checked Clothing Color_Blue Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS20 summer White and Blue,https://sartale2022.myshopify.com/products/all-day-long-collectionchecked-cotton-shirt,"""All Day Long Collection"" Checked Cotton Shirt Checked Clothing Color_Blue Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS20 summer White and Blue Shirts Emanuele Maffeis"
8355652632908,"""All Day Long Collection"" Classic Cotton Light Blue Shirt",all-day-long-collectionclassic-cotton-shirt-1,Emanuele Maffeis,Shirts,Clothing Color_Blue Emanuele Maffeis Formal Shirts Light blue Long Sleeve Shirts SS19 summer,https://sartale2022.myshopify.com/products/all-day-long-collectionclassic-cotton-shirt-1,"""All Day Long Collection"" Classic Cotton Light Blue Shirt Clothing Color_Blue Emanuele Maffeis Formal Shirts Light blue Long Sleeve Shirts SS19 summer Shirts Emanuele Maffeis"
8355652731212,"""All Day Long Collection"" Classic Cotton White Shirt",all-day-long-collectionclassic-cotton-shirt,Emanuele Maffeis,Shirts,Clothing Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS19 summer White,https://sartale2022.myshopify.com/products/all-day-long-collectionclassic-cotton-shirt,"""All Day Long Collection"" Classic Cotton White Shirt Clothing Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS19 summer White Shirts Emanuele Maffeis"
8355652862284,"""All Day Long Collection"" Cotton Light Blue Shirt",all-day-long-collectioncotton-shirt-1,Emanuele Maffeis,Shirts,Clothing Color_Blue Emanuele Maffeis Formal Shirts Light blue Long Sleeve Shirts SS19 summer,https://sartale2022.myshopify.com/products/all-day-long-collectioncotton-shirt-1,"""All Day Long Collection"" Cotton Light Blue Shirt Clothing Color_Blue Emanuele Maffeis Formal Shirts Light blue Long Sleeve Shirts SS19 summer Shirts Emanuele Maffeis"
8355624419660,"""All Day Long Collection"" Cotton Light Blue Shirt with Classic Collar",all-day-long-collection-cotton-light-blue-shirt-with-classic-collar,Emanuele Maffeis,Shirts,Clothing Color_Blue Emanuele Maffeis FW18/19 last size Light Blue Long Sleeve Shirt winter,https://sartale2022.myshopify.com/products/all-day-long-collection-cotton-light-blue-shirt-with-classic-collar,"""All Day Long Collection"" Cotton Light Blue Shirt with Classic Collar Clothing Color_Blue Emanuele Maffeis FW18/19 last size Light Blue Long Sleeve Shirt winter Shirts Emanuele Maffeis"
8355623403852,"""All Day Long Collection"" Cotton Light Blue Shirt with Cutaway Collar",all-day-long-collection-cotton-light-blue-shirt-with-cutaway-collar,Emanuele Maffeis,Shirts,Clothing Color_Blue Emanuele Maffeis FW19/20 Light Blue Long Sleeve Shirt winter,https://sartale2022.myshopify.com/products/all-day-long-collection-cotton-light-blue-shirt-with-cutaway-collar,"""All Day Long Collection"" Cotton Light Blue Shirt with Cutaway Collar Clothing Color_Blue Emanuele Maffeis FW19/20 Light Blue Long Sleeve Shirt winter Shirts Emanuele Maffeis"
8355652927820,"""All Day Long Collection"" Cotton White Shirt",all-day-long-collectioncotton-shirt,Emanuele Maffeis,Shirts,Clothing Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS19 summer White,https://sartale2022.myshopify.com/products/all-day-long-collectioncotton-shirt,"""All Day Long Collection"" Cotton White Shirt Clothing Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS19 summer White Shirts Emanuele Maffeis"
8355623305548,"""All Day Long Collection"" Graph-Check Cotton Blue Shirt with Cutaway Collar",all-day-long-collection-graph-check-cotton-blue-shirt-with-cutaway-collar,Emanuele Maffeis,Shirts,Blue and White Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt winter,https://sartale2022.myshopify.com/products/all-day-long-collection-graph-check-cotton-blue-shirt-with-cutaway-collar,"""All Day Long Collection"" Graph-Check Cotton Blue Shirt with Cutaway Collar Blue and White Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt winter Shirts Emanuele Maffeis"
8355623633228,"""All Day Long Collection"" Graph-Check Cotton Blue Shirt with Cutaway Collar",all-day-long-collection-graph-check-cotton-blue-shirt-with-cutaway-collar-1,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt White and Blue winter,https://sartale2022.myshopify.com/products/all-day-long-collection-graph-check-cotton-blue-shirt-with-cutaway-collar-1,"""All Day Long Collection"" Graph-Check Cotton Blue Shirt with Cutaway Collar Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt White and Blue winter Shirts Emanuele Maffeis"
8355623993676,"""All Day Long Collection"" Graph-Check Cotton Blue Shirt with Shark Collar",all-day-long-collection-graph-check-cotton-blue-shirt-with-shark-collar,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt White and Blue winter,https://sartale2022.myshopify.com/products/all-day-long-collection-graph-check-cotton-blue-shirt-with-shark-collar,"""All Day Long Collection"" Graph-Check Cotton Blue Shirt with Shark Collar Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt White and Blue winter Shirts Emanuele Maffeis"
8355652960588,"""All Day Long Collection"" Linen and Cotton-Blend Striped Blue Shirt",all-day-long-collectionlinen-and-cotton-blend-striped-shirt,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis Formal Shirts last size Linen Long Sleeve Shirts SS20 Striped summer White and Blue,https://sartale2022.myshopify.com/products/all-day-long-collectionlinen-and-cotton-blend-striped-shirt,"""All Day Long Collection"" Linen and Cotton-Blend Striped Blue Shirt Clothing Color_Blue Color_White Emanuele Maffeis Formal Shirts last size Linen Long Sleeve Shirts SS20 Striped summer White and Blue Shirts Emanuele Maffeis"
8355653058892,"""All Day Long Collection"" Linen and Cotton-Blend White Shirt",all-day-long-collectionlinen-and-cotton-blend-shirt,Emanuele Maffeis,Shirts,Clothing Color_White Emanuele Maffeis Formal Shirts Linen Long Sleeve Shirts SS20 summer White,https://sartale2022.myshopify.com/products/all-day-long-collectionlinen-and-cotton-blend-shirt,"""All Day Long Collection"" Linen and Cotton-Blend White Shirt Clothing Color_White Emanuele Maffeis Formal Shirts Linen Long Sleeve Shirts SS20 summer White Shirts Emanuele Maffeis"
8355623469388,"""All Day Long Collection"" Pinstriped Cotton Light Blue Shirt with Shark Collar",all-day-long-collection-pinstriped-cotton-light-blue-shirt-with-shark-collar,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 last size Light Blue and White Long Sleeve Shirt winter,https://sartale2022.myshopify.com/products/all-day-long-collection-pinstriped-cotton-light-blue-shirt-with-shark-collar,"""All Day Long Collection"" Pinstriped Cotton Light Blue Shirt with Shark Collar Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 last size Light Blue and White Long Sleeve Shirt winter Shirts Emanuele Maffeis"
8355652567372,"""All Day Long Collection"" Striped Cotton Blue Shirt",all-day-long-collectionstriped-cotton-shirt-1,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS19 Striped summer White and Blue,https://sartale2022.myshopify.com/products/all-day-long-collectionstriped-cotton-shirt-1,"""All Day Long Collection"" Striped Cotton Blue Shirt Clothing Color_Blue Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS19 Striped summer White and Blue Shirts Emanuele Maffeis"
8355652796748,"""All Day Long Collection"" Striped Cotton Blue Shirt",all-day-long-collectionstriped-cotton-shirt,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS19 Striped summer White and Blue,https://sartale2022.myshopify.com/products/all-day-long-collectionstriped-cotton-shirt,"""All Day Long Collection"" Striped Cotton Blue Shirt Clothing Color_Blue Color_White Emanuele Maffeis Formal Shirts Long Sleeve Shirts SS19 Striped summer White and Blue Shirts Emanuele Maffeis"
8355623567692,"""All Day Long Collection"" Striped Cotton Blue Shirt with Shark Collar",all-day-long-collection-striped-cotton-blue-shirt-with-shark-collar,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt Striped White and Blue winter,https://sartale2022.myshopify.com/products/all-day-long-collection-striped-cotton-blue-shirt-with-shark-collar,"""All Day Long Collection"" Striped Cotton Blue Shirt with Shark Collar Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt Striped White and Blue winter Shirts Emanuele Maffeis"
8355622846796,"""All Day Long Collection"" Striped Cotton Light Blue Shirt with Cutaway Collar",all-day-long-collection-striped-cotton-light-blue-shirt-with-cutaway-collar,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt Striped White and Light Blue winter,https://sartale2022.myshopify.com/products/all-day-long-collection-striped-cotton-light-blue-shirt-with-cutaway-collar,"""All Day Long Collection"" Striped Cotton Light Blue Shirt with Cutaway Collar Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt Striped White and Light Blue winter Shirts Emanuele Maffeis"
8355622912332,"""All Day Long Collection"" Striped Cotton Light Blue Shirt with Shark Collar",all-day-long-collection-striped-cotton-light-blue-shirt-with-shark-collar,Emanuele Maffeis,Shirts,Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt Striped White and Light Blue winter,https://sartale2022.myshopify.com/products/all-day-long-collection-striped-cotton-light-blue-shirt-with-shark-collar,"""All Day Long Collection"" Striped Cotton Light Blue Shirt with Shark Collar Clothing Color_Blue Color_White Emanuele Maffeis FW19/20 Long Sleeve Shirt Striped White and Light Blue winter Shirts Emanuele Maffeis"
8355645161804,"""Amble"" Classic Leather Loafer with Hand-Stitched Apron in Blue",amble-classic-leather-loafer-with-hand-stitched-apron-in-blue,John Lobb,Loafers,Blue Color_Blue JOHN LOBB Loafer Shoes Size UK SS20 Summer,https://sartale2022.myshopify.com/products/amble-classic-leather-loafer-with-hand-stitched-apron-in-blue,"""Amble"" Classic Leather Loafer with Hand-Stitched Apron in Blue Blue Color_Blue JOHN LOBB Loafer Shoes Size UK SS20 Summer Loafers John Lobb"
8355644375372,"""Amble"" Suede Loafer with Hand Stitched Apron in Brown",amble-suede-loafer-with-hand-stitched-apron-in-brown,John Lobb,Loafers,Brown Color_Brown JOHN LOBB Loafer Shoes Size UK SS17 Summer,https://sartale2022.myshopify.com/products/amble-suede-loafer-with-hand-stitched-apron-in-brown,"""Amble"" Suede Loafer with Hand Stitched Apron in Brown Brown Color_Brown JOHN LOBB Loafer Shoes Size UK SS17 Summer Loafers John Lobb"
8355645423948,"""Ashill"" Leather Single-Monk Shoes in Black",ashill-leather-single-monk-shoes-in-black,John Lobb,Monks,Black Color_Black JOHN LOBB Monk Monk Strap Shoes Shoes Size UK SS16 Summer,https://sartale2022.myshopify.com/products/ashill-leather-single-monk-shoes-in-black,"""Ashill"" Leather Single-Monk Shoes in Black Black Color_Black JOHN LOBB Monk Monk Strap Shoes Shoes Size UK SS16 Summer Monks John Lobb"
8355648045388,"""Bellantonio"" Six-Eyelet Oxford with Hand-Stitched Details",bellantonio-six-eyelet-oxford-with-hand-stitched-details,Bontoni,Oxfords,BONTONI Chocolate Brown Color_Brown Oxford Oxford Shoes Shoes Size EUR SS17 Summer,https://sartale2022.myshopify.com/products/bellantonio-six-eyelet-oxford-with-hand-stitched-details,"""Bellantonio"" Six-Eyelet Oxford with Hand-Stitched Details BONTONI Chocolate Brown Color_Brown Oxford Oxford Shoes Shoes Size EUR SS17 Summer Oxfords Bontoni"
8355641262412,"""Bourton"" Suede Derby Shoes in Brown",bourton-suede-derby-shoes-in-brown,Tricker's,Derbies,Brown Color_Brown Derby Derby Shoes FW19/20 Shoes Size UK Tricker's Winter,https://sartale2022.myshopify.com/products/bourton-suede-derby-shoes-in-brown,"""Bourton"" Suede Derby Shoes in Brown Brown Color_Brown Derby Derby Shoes FW19/20 Shoes Size UK Tricker's Winter Derbies Tricker's"
8355648143692,"""Brera II"" Five-Eyelet Derby with Perforated Cap Toe and Medallion",bontoni-brera-ii-five-eyelet-derby-with-perforated-cap-toe-and-medallion-in-a-norvegese-construction,Bontoni,Derbies,BONTONI Color_Brown Dark brown Derby Derby Shoes FW19/20 Shoes Size EUR Winter,https://sartale2022.myshopify.com/products/bontoni-brera-ii-five-eyelet-derby-with-perforated-cap-toe-and-medallion-in-a-norvegese-construction,"""Brera II"" Five-Eyelet Derby with Perforated Cap Toe and Medallion BONTONI Color_Brown Dark brown Derby Derby Shoes FW19/20 Shoes Size EUR Winter Derbies Bontoni"
8355648209228,"""Brera III"" Five-Eyelet Wholecut Balmoral with Perforated Details and Medallion",bontoni-brera-iii-five-eyelet-wholecut-balmoral-with-perforated-details-and-medallion,Bontoni,Oxfords,BONTONI Color_Brown Dark brown FW18/19 last size Oxford Oxford Shoes Shoes Size EUR Winter,https://sartale2022.myshopify.com/products/bontoni-brera-iii-five-eyelet-wholecut-balmoral-with-perforated-details-and-medallion,"""Brera III"" Five-Eyelet Wholecut Balmoral with Perforated Details and Medallion BONTONI Color_Brown Dark brown FW18/19 last size Oxford Oxford Shoes Shoes Size EUR Winter Oxfords Bontoni"
8355648307532,"""Brera"" Five-Eyelet Oxford with Perforated Cap Toe and Medallion",bontoni-brera-five-eyelet-oxford-with-perforated-cap-toe-and-medallion,Bontoni,Oxfords,BONTONI Color_Grey FW18/19 Grey Oxford Oxford Shoes Shoes Size EUR Winter,https://sartale2022.myshopify.com/products/bontoni-brera-five-eyelet-oxford-with-perforated-cap-toe-and-medallion,"""Brera"" Five-Eyelet Oxford with Perforated Cap Toe and Medallion BONTONI Color_Grey FW18/19 Grey Oxford Oxford Shoes Shoes Size EUR Winter Oxfords Bontoni"
8355648373068,"""Brera"" Five-Eyelet Wholecut Balmoral with Perforated Details and Medallion",brera-five-eyelet-wholecut-balmoral-with-perforated-details-and-medallion,Bontoni,Oxfords,BONTONI Cognac Color_Brown last size Old Oxford Oxford Shoes Shoes Size EUR Summer,https://sartale2022.myshopify.com/products/brera-five-eyelet-wholecut-balmoral-with-perforated-details-and-medallion,"""Brera"" Five-Eyelet Wholecut Balmoral with Perforated Details and Medallion BONTONI Cognac Color_Brown last size Old Oxford Oxford Shoes Shoes Size EUR Summer Oxfords Bontoni"
8355644604748,"""Callington"" Leather Loafer with Hand-Stitched Apron in Black",callington-leather-loafer-with-hand-stitched-apron-in-black,John Lobb,Loafers,Black Color_Black FW19/20 JOHN LOBB Loafer Shoes Size UK Winter,https://sartale2022.myshopify.com/products/callington-leather-loafer-with-hand-stitched-apron-in-black,"""Callington"" Leather Loafer with Hand-Stitched Apron in Black Black Color_Black FW19/20 JOHN LOBB Loafer Shoes Size UK Winter Loafers John Lobb"
8355644539212,"""Callington"" Leather Loafer with Hand-Stitched Apron in Plum Red",callington-leather-loafer-with-hand-stitched-apron-in-plum-red,John Lobb,Loafers,Color_Red FW19/20 JOHN LOBB Loafer Plum Red Shoes Size UK Winter,https://sartale2022.myshopify.com/products/callington-leather-loafer-with-hand-stitched-apron-in-plum-red,"""Callington"" Leather Loafer with Hand-Stitched Apron in Plum Red Color_Red FW19/20 JOHN LOBB Loafer Plum Red Shoes Size UK Winter Loafers John Lobb"
8355644997964,"""Callington"" Suede Loafer with Hand-Stitching Apron in Brown",callington-suede-loafer-with-hand-stitching-apron-in-brown,John Lobb,Loafers,Brown Color_Brown JOHN LOBB Loafer Shoes Size UK SS20 Summer,https://sartale2022.myshopify.com/products/callington-suede-loafer-with-hand-stitching-apron-in-brown,"""Callington"" Suede Loafer with Hand-Stitching Apron in Brown Brown Color_Brown JOHN LOBB Loafer Shoes Size UK SS20 Summer Loafers John Lobb"
8355645063500,"""Callington"" Suede Loafer with Hand-Stitching Apron in Pewter",callington-suede-loafer-with-hand-stitching-apron-in-pewter,John Lobb,Loafers,Color_Brown JOHN LOBB Loafer Pewter Shoes Size UK SS20 Summer,https://sartale2022.myshopify.com/products/callington-suede-loafer-with-hand-stitching-apron-in-pewter,"""Callington"" Suede Loafer with Hand-Stitching Apron in Pewter Color_Brown JOHN LOBB Loafer Pewter Shoes Size UK SS20 Summer Loafers John Lobb"
8355644932428,"""Callington"" Suede Loafer with Hand-Stitching Apron in Tobacco Brown",callington-suede-loafer-with-hand-stitching-apron-in-tobacco-brown,John Lobb,Loafers,Color_Brown JOHN LOBB Loafer Shoes Size UK SS20 Summer Tobacco Brown,https://sartale2022.myshopify.com/products/callington-suede-loafer-with-hand-stitching-apron-in-tobacco-brown,"""Callington"" Suede Loafer with Hand-Stitching Apron in Tobacco Brown Color_Brown JOHN LOBB Loafer Shoes Size UK SS20 Summer Tobacco Brown Loafers John Lobb"
8355647062348,"""Caruso"" Five-Eyelet Wholecut Balmoral with Perforated Details and Medallion",bontoni-caruso-five-eyelet-wholecut-balmoral-with-perforated-details-and-medallion,Bontoni,Oxfords,BONTONI Brown Color_Brown Oxford Oxford Shoes Shoes Size EUR SS19 Summer,https://sartale2022.myshopify.com/products/bontoni-caruso-five-eyelet-wholecut-balmoral-with-perforated-details-and-medallion,"""Caruso"" Five-Eyelet Wholecut Balmoral with Perforated Details and Medallion BONTONI Brown Color_Brown Oxford Oxford Shoes Shoes Size EUR SS19 Summer Oxfords Bontoni"
8355346055500,"""Cavaliere"" Suede Chelsea Boots in Taupe",chelsea-boots-in-grey,Bontoni,Boots,Boots Brown Color_Brown FW22/23 Shoes Size EUR winter,https://sartale2022.myshopify.com/products/chelsea-boots-in-grey,"""Cavaliere"" Suede Chelsea Boots in Taupe Boots Brown Color_Brown FW22/23 Shoes Size EUR winter Boots Bontoni"
8355647684940,"""Cipriani"" Five-Eyelet Crocodile Oxford with Hand-Stitched Cap Toe",cipriani-five-eyelet-crocodile-oxford-with-hand-stitched-cap-toe-1,Bontoni,Oxfords,BONTONI Chocolate Brown Color_Brown FW14/15 last size Old Oxford Oxford Shoes Shoes Size EUR Summer,https://sartale2022.myshopify.com/products/cipriani-five-eyelet-crocodile-oxford-with-hand-stitched-cap-toe-1,"""Cipriani"" Five-Eyelet Crocodile Oxford with Hand-Stitched Cap Toe BONTONI Chocolate Brown Color_Brown FW14/15 last size Old Oxford Oxford Shoes Shoes Size EUR Summer Oxfords Bontoni"
8355647750476,"""Cipriani"" Five-Eyelet Crocodile Oxford with Hand-Stitched Cap Toe",cipriani-five-eyelet-crocodile-oxford-with-hand-stitched-cap-toe,Bontoni,Oxfords,BONTONI Chocolate Brown Color_Brown FW14/15 Old Oxford Oxford Shoes Shoes Size EUR Summer,https://sartale2022.myshopify.com/products/cipriani-five-eyelet-crocodile-oxford-with-hand-stitched-cap-toe,"""Cipriani"" Five-Eyelet Crocodile Oxford with Hand-Stitched Cap Toe BONTONI Chocolate Brown Color_Brown FW14/15 Old Oxford Oxford Shoes Shoes Size EUR Summer Oxfords Bontoni"
7807108677877,"""Classica"" Leather Belt in Brown",bontoni-leather-belt-in-brown-1,Bontoni,Belts,Accessories Belt BONTONI Color_Brown last size Medium Brown SS20 Summer Universal,https://sartale2022.myshopify.com/products/bontoni-leather-belt-in-brown-1,"""Classica"" Leather Belt in Brown Accessories Belt BONTONI Color_Brown last size Medium Brown SS20 Summer Universal Belts Bontoni"
8355646472524,"""Conte Max"" Classic Tassel Loafer with a Hand-Stitched Apron",conte-max-classic-tassel-loafer-with-a-hand-stitched-apron,Bontoni,Loafers,BONTONI Brown Color_Brown FW17/18 last size Loafer Shoes Size EUR Winter,https://sartale2022.myshopify.com/products/conte-max-classic-tassel-loafer-with-a-hand-stitched-apron,"""Conte Max"" Classic Tassel Loafer with a Hand-Stitched Apron BONTONI Brown Color_Brown FW17/18 last size Loafer Shoes Size EUR Winter Loafers Bontoni"
8355646406988,"""Conte Max"" Suede Loafer with a Hand-Stitched Apron",bontoni-conte-max-suede-loafer-with-a-hand-stitched-apron,Bontoni,Loafers,BONTONI Brown Chocolate Brown Color_Brown Loafer Shoes Size EUR SS17 Summer Summer New,https://sartale2022.myshopify.com/products/bontoni-conte-max-suede-loafer-with-a-hand-stitched-apron,"""Conte Max"" Suede Loafer with a Hand-Stitched Apron BONTONI Brown Chocolate Brown Color_Brown Loafer Shoes Size EUR SS17 Summer Summer New Loafers Bontoni"
8355646701900,"""D'Amore"" Four-Eyelet Derby with Hand-Stitched Braided Cap Toe Details",d-amore-four-eyelet-derby-with-hand-braided-cap-toe-details,Bontoni,Derbies,Black BONTONI Color_Black Derby Derby Shoes FW14/15 last size Old Shoes Size EUR Summer,https://sartale2022.myshopify.com/products/d-amore-four-eyelet-derby-with-hand-braided-cap-toe-details,"""D'Amore"" Four-Eyelet Derby with Hand-Stitched Braided Cap Toe Details Black BONTONI Color_Black Derby Derby Shoes FW14/15 last size Old Shoes Size EUR Summer Derbies Bontoni"
8355646112076,"""De Sica"" Suede Loafer with Hand-Stitched Details",bontoni-de-sica-loafer-with-hand-stitched-details-and-norwegian-construction,Bontoni,Loafers,BONTONI Color_Green Loafer Olive green Shoes Size EUR SS20 Summer,https://sartale2022.myshopify.com/products/bontoni-de-sica-loafer-with-hand-stitched-details-and-norwegian-construction,"""De Sica"" Suede Loafer with Hand-Stitched Details BONTONI Color_Green Loafer Olive green Shoes Size EUR SS20 Summer Loafers Bontoni"
